city,otherName,country,latitude,longitude,year,population,certainty,source,overlapCandidateCount
Amsterdam,,Netherlands,52.37403,4.88969,1750,219000,1,chandler,1
Angers,,France,47.46667,-0.55,1750,20000,1,chandler,1
Ankara,Angora,Turkey,39.91987,32.85427,1750,37000,1,chandler,1
Antwerp,Antwerpen ,Belgium,51.219217,4.402883,1750,43000,1,chandler,1
Arakan,Rakhine,Myanmar,19.810092,93.987842,1750,45000,1,chandler,1
Arequipa,,Peru,-16.39889,-71.535,1750,26000,1,chandler,1
Arles,,France,43.6767,4.6278,1750,22000,1,chandler,1
Augsberg,Ausburg,Germany,48.371444,10.898239,1750,28000,1,chandler,1
Aurangabad,,India,19.876165,75.343314,1750,30000,1,chandler,1
Avignon,,France,43.94834,4.80892,1750,24000,1,chandler,1
Ayacucho,"Guamanga, Huamanga",Peru,-13.1615,-74.22154,1750,25000,1,chandler,1
Ayutthaya,Ayutia,Thailand,14.35,100.55,1750,160000,2,chandler,1
Baghdad,Bagdad,Iraq,33.34058,44.40088,1750,65000,1,chandler,1
Bakhchiserai,,Ukraine,44.755286,33.867233,1750,15000,1,chandler,1
Barcelona,,Spain,41.38879,2.15899,1750,53000,1,chandler,1
Bareilly,,India,28.34702,79.42193,1750,50000,1,chandler,1
Basra,Basrah,Iraq,30.5,47.816667,1750,50000,2,chandler,1
Beijing,Peking,China,39.9075,116.39723,1750,900000,1,chandler,1
Belgrade,Beograd,Serbia,44.80401,20.46513,1750,30000,1,chandler,1
Benin,Oedo,Nigeria,6.339081,5.626483,1750,50000,2,chandler,1
Berlin,,Germany,52.52437,13.41053,1750,113289,1,chandler,1
Besancon,Besan�on ,France,47.24878,6.01815,1750,15000,1,chandler,1
Bharatpur,Bhurtpore,India,27.21731,77.49009,1750,50000,3,chandler,1
Birmingham,,United Kingdom,52.48142,-1.89983,1750,23688,1,chandler,1
Bologna,,Italy,44.49381,11.33875,1750,66000,1,chandler,1
Bordeaux,,France,44.84044,-0.5805,1750,61000,1,chandler,1
Boston,,United States of America,42.358431,-71.059772,1750,20000,1,chandler,1
Bourges,,France,47.08333,2.4,1750,21000,1,chandler,1
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,1750,24000,2,chandler,1
Bremen,,Germany,53.07516,8.80777,1750,23000,1,chandler,1
Brescia,,Italy,45.52478,10.22727,1750,24000,1,chandler,1
Brest,,France,48.3908,-4.486075,1750,20000,1,chandler,1
Bristol,,United Kingdom,51.45523,-2.59665,1750,45000,1,chandler,1
Broach,,India,21.724644,73.002294,1750,40000,3,chandler,1
Brugge,Bruges,Belgium,51.210819,3.224936,1750,27000,1,chandler,1
Brussel,Brussels,Belgium,50.85045,4.34878,1750,55000,1,chandler,1
Bucharest,,Romania,44.43225,26.10626,1750,25000,1,chandler,1
Budapest,,Hungary,47.49801,19.03991,1750,24000,1,chandler,1
Buenos Aires,,Argentina,-34.61315,-58.37723,1750,13840,1,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1750,55000,1,chandler,1
Cadiz,,Spain,36.52978,-6.29465,1750,60000,1,chandler,1
Caen,,France,49.18585,-0.35912,1750,32000,1,chandler,1
Cairo,"Fostat, Fustat",Egypt,30.06263,31.24967,1750,175000,1,chandler,1
Calcutta,Kolkata,India,22.56263,88.36304,1750,110000,1,chandler,1
Catania,,Italy,37.50213,15.08719,1750,26000,1,chandler,1
Chandannagar,Chandernagore,India,22.87,88.38,1750,95000,2,chandler,1
Changsha,,China,28.196111,112.972222,1750,70000,1,chandler,1
Chengdu,,China,30.66667,104.06667,1750,74000,1,chandler,1
Chibiri,Naya,Ghana,6.82,-2.42,1750,45000,3,chandler,1
Chinkiang,Zhenjiang,China,32.2,119.416667,1750,80000,2,chandler,1
Clermont,,France,45.7831,3.0824,1750,20000,2,chandler,1
Cochabamba,Oropesa,Bolivia,-17.3895,-66.1568,1750,20000,1,chandler,1
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1750,44000,1,chandler,1
Constantine,,Algeria,36.365,6.61472,1750,30000,1,chandler,1
Copenhagen,,Denmark,55.67594,12.56553,1750,79000,1,chandler,1
Cordoba,"Cordova, C�rdoba",Spain,38.046133,-4.893564,1750,22000,2,chandler,1
Cork,,Ireland,51.89797,-8.47061,1750,46000,1,chandler,1
Cremona,,Italy,45.13617,10.02797,1750,24110,1,chandler,1
Cuttack,,India,20.46497,85.87927,1750,30000,1,chandler,1
Cuzco,,Peru,-13.525,-71.972222,1750,40000,1,chandler,1
Damascus,,Syria,33.5102,36.29128,1750,80000,1,chandler,1
Debrecen,,Hungary,47.53333,21.63333,1750,20000,1,chandler,1
Delft,,Netherlands,52.00667,4.35556,1750,14000,1,chandler,1
Delhi,,India,28.65381,77.22897,1750,150000,1,chandler,1
Dhaka,Dacca,India,23.709921,90.407143,1750,100000,1,chandler,1
Dijon,,France,47.31667,5.01667,1750,31000,1,chandler,1
Diyarbakir,Diarbekr,Turkey,37.914411,40.230628,1750,40000,1,chandler,1
Dordrecht,,Netherlands,51.81,4.67361,1750,14000,1,chandler,1
Dresden,,Germany,51.05089,13.73832,1750,60000,1,chandler,1
Dublin,,Ireland,53.33306,-6.24889,1750,125000,1,chandler,1
Dumyat,Damietta,Egypt,31.41648,31.81332,1750,23000,1,chandler,1
Edinburgh,,United Kingdom,55.95206,-3.19648,1750,55000,1,chandler,1
Edirne,Adrianople,Turkey,41.681808,26.562269,1750,83000,1,chandler,1
Esfahan,Isfahan,Iran,32.651389,51.679192,1750,45000,1,chandler,1
Faizabad,"Ayodhya, Ajodhya, Fyzabad",India,26.779386,82.142169,1750,60000,2,chandler,1
Farrukhabad,,India,27.39048,79.58006,1750,60000,3,chandler,1
Feodosia,"Kaffa, Theodosia, Feodosiya, Caffa",Russian Federation,45.048889,35.379167,1750,28000,2,chandler,1
Ferrara,,Italy,44.82678,11.62071,1750,30000,1,chandler,1
Fez,Fes,Morocco,34.033333,-5.01,1750,60000,1,chandler,1
Florence,Firenze,Italy,43.771033,11.248,1750,74000,1,chandler,1
Frankfurt am Main,,Germany,50.110922,8.682128,1750,38500,1,chandler,1
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1750,83000,1,chandler,1
Gdansk,Danzig,Poland,54.352025,18.64663,1750,47000,2,chandler,1
Geneva,Gen�ve ,Switzerland,46.198392,6.142297,1750,23000,1,chandler,1
Genova,Genoa,Italy,44.40565,8.946256,1750,72000,1,chandler,1
Gent,Ghent,Belgium,51.053469,3.730378,1750,35000,1,chandler,1
Glasgow,,United Kingdom,55.86515,-4.25763,1750,21000,1,chandler,1
Gondar,,Ethiopia,12.600003,37.466669,1750,40000,1,chandler,1
Granada,,Spain,37.177336,-3.598558,1750,45000,1,chandler,1
Grenoble,,France,45.16667,5.71667,1750,23000,1,chandler,1
Guadalajara,,Mexico,20.673819,-103.343489,1750,20000,1,chandler,1
Guanajuato,,Mexico,21.01858,-101.2591,1750,25000,1,chandler,1
Guangzhou,Canton,China,23.11667,113.25,1750,400000,1,chandler,1
Guatemala City,Iximche,Guatemala,14.64072,-90.51327,1750,34000,1,chandler,1
Guayaquil,,Ecuador,-2.18194,-79.89167,1750,20000,1,chandler,1
Guiyang,"Gwiyang, Kweiyang",China,26.647661,106.630154,1750,45000,1,chandler,1
Haarlem,,Netherlands,52.38084,4.63683,1750,38000,1,chandler,1
Hamburg,,Germany,53.57532,10.01534,1750,72000,1,chandler,1
Hangzhou,Hangchow,China,30.25,120.166667,1750,340000,2,chandler,1
Hanoi,H� Noi,Vietnam,21.033333,105.85,1750,50000,1,chandler,1
Havana,La Habana,Cuba,23.13302,-82.38304,1750,34000,1,chandler,1
Hiroshima,,Japan,34.396775,132.460017,1750,51000,1,chandler,1
Huai'an,"Huaian, Hwaian",China,33.5,119.133333,1750,50000,1,chandler,1
Hue,,Vietnam,16.46667,107.6,1750,68000,1,chandler,1
Hyderabad,,India,17.38405,78.45636,1750,175000,1,chandler,1
Iasi,Jassy,Romania,47.16667,27.6,1750,20000,1,chandler,1
Inwa,Ava,Myanmar,21.857353,95.981936,1750,60000,1,chandler,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1750,625000,1,chandler,1
Jaen,Ja�n ,Spain,37.76922,-3.79028,1750,20000,1,chandler,1
Jaipur,Jeypore,India,26.91962,75.78781,1750,90000,1,chandler,1
Jakarta,Batavia,Indonesia,-6.21462,106.84513,1750,44000,1,chandler,1
Jerez de la Frontera,Xerez,Spain,36.6936,-6.132431,1750,18000,1,chandler,1
Jinan,Tsinan,China,36.650997,117.120497,1750,60000,1,chandler,1
Jingdezhen,Kingtehchen,China,29.268836,117.17842,1750,136000,2,chandler,1
Jodhpur,,India,26.26841,73.00594,1750,129000,1,chandler,1
Kabul,,Afghanistan,34.52813,69.17233,1750,20000,1,chandler,1
Kagoshima,,Japan,31.5966,130.557183,1750,57000,1,chandler,1
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,1750,78000,1,chandler,1
Kaluga,,Russian Federation,54.5293,36.27542,1750,32000,1,chandler,1
Kanazawa,,Japan,36.561325,136.656206,1750,66000,1,chandler,1
Kandahar,Qandahar,Afghanistan,31.61332,65.71013,1750,75000,1,chandler,1
Kano,,Nigeria,12.00012,8.51672,1750,30000,1,chandler,1
Kashi,Kashgar,China,39.4704,75.989756,1750,40000,1,chandler,1
Katsina,,Nigeria,12.98943,7.60063,1750,75000,1,chandler,1
Kazan,,Russian Federation,55.790278,49.134722,1750,23000,2,chandler,1
Kerman,,Iran,30.28321,57.07879,1750,45000,1,chandler,1
Kiev,,Ukraine,50.45466,30.5238,1750,22000,1,chandler,1
Konigsberg,"Kaliningrad, K�nigsberg ",Germany,54.716667,20.516667,1750,52000,2,chandler,1
Kunming,Yunnanfu,China,25.03889,102.71833,1750,42000,1,chandler,1
Kyoto,,Japan,35.02107,135.75385,1750,362000,1,chandler,1
Lanzhou,Lanchow,China,36.061089,103.834304,1750,25000,1,chandler,1
Leghorn,Livorno,Italy,43.55,10.310579,1750,31000,2,chandler,1
Leiden,Leyden,Netherlands,52.15833,4.49306,1750,36000,1,chandler,1
Leipzig,,Germany,51.33962,12.37129,1750,30000,1,chandler,1
Lhasa,,China,29.645563,91.140749,1750,50000,1,chandler,1
Liege, Li�ge ,Belgium,50.63373,5.56749,1750,37000,1,chandler,1
Lille,,France,50.628442,3.054975,1750,62000,1,chandler,1
Lima,Rimac,Peru,-12.04318,-77.02824,1750,40000,1,chandler,1
Lisbon,,Portugal,38.71667,-9.13333,1750,213000,1,chandler,1
Liverpool,,United Kingdom,53.408372,-2.991572,1750,20000,1,chandler,1
London,,United Kingdom,51.511214,-0.119825,1750,676000,1,chandler,1
Lubeck,L�beck ,Germany,53.865886,10.687097,1750,19000,1,chandler,1
Lucca,,Italy,43.84357,10.50585,1750,20000,1,chandler,1
Lucknow,,India,26.83928,80.92313,1750,50000,1,chandler,1
Lvov,"Lwow, Lemberg",Poland,49.839683,24.029717,1750,25000,1,chandler,1
Lyon,,France,45.74846,4.84671,1750,111000,1,chandler,1
Macao,,China,22.1667,113.55,1750,24000,1,chandler,1
Madras,,India,13.08784,80.27847,1750,55000,1,chandler,1
Madrid,,Spain,40.416775,-3.703789,1750,110000,1,chandler,1
Magdeburg,,Germany,52.130808,11.628878,1750,22000,1,chandler,1
Mainz,,Germany,49.98419,8.2791,1750,23600,1,chandler,1
Malaga,,Spain,36.721261,-4.421267,1750,36000,1,chandler,1
Manila,,Philippines,14.58,121,1750,50000,1,chandler,1
Mantova,Mantua,Italy,45.156417,10.791375,1750,27000,1,chandler,1
Mariana,,Brazil,-20.37778,-43.41611,1750,20000,1,chandler,1
Marrakech,Marrakesh,Morocco,31.63416,-7.99994,1750,30000,1,chandler,1
Marseille,,France,43.29695,5.38107,1750,71000,1,chandler,1
Masenya,,Chad,11.402536,16.171328,1750,30000,3,chandler,1
Mashhad,Meshhed,Iran,36.3,59.6,1750,200000,1,chandler,1
Mecca,,Saudi Arabia,21.42667,39.82611,1750,50000,1,chandler,1
Meknes,"Takrart, Mequinez, Miknas, Mekn�s ",Morocco,33.89352,-5.54727,1750,35000,1,chandler,1
Merida,Tiho,Mexico,20.979719,-89.615789,1750,24000,1,chandler,1
Messina,,Italy,38.19327,15.54969,1750,29000,1,chandler,1
Metz,,France,49.11911,6.17269,1750,31000,1,chandler,1
Mexico City,Tenochtitlan,Mexico,19.42847,-99.12766,1750,102000,1,chandler,1
Middelburg,,Netherlands,51.5,3.61389,1750,23000,1,chandler,1
Milan,,Italy,45.465453,9.198786,1750,110118,1,chandler,1
Montpellier,,France,43.61092,3.87723,1750,29000,1,chandler,1
Moscow,,Russian Federation,55.75222,37.61556,1750,146000,1,chandler,1
Mumbai,Bombay,India,19.07283,72.88261,1750,77000,1,chandler,1
Munich,,Germany,48.136739,11.576756,1750,30000,1,chandler,1
Murcia,,Spain,37.98704,-1.13004,1750,33000,1,chandler,1
Murshidabad,,India,24.1839,88.27171,1750,180000,3,chandler,1
Nagara,"Bednur, Bidanur",India,13.824,75.034,1750,75000,3,chandler,1
Nagasaki,,Japan,32.752558,129.878192,1750,37000,1,chandler,1
Nagoya,,Japan,35.181447,136.906397,1750,90000,1,chandler,1
Nagpur,,India,21.15,79.1,1750,62000,2,chandler,1
Nanchang,,China,28.68333,115.88333,1750,35000,1,chandler,1
Nancy,,France,48.68439,6.18496,1750,28000,1,chandler,1
Nanhai,"Foshan, Fatshan",China,23.016667,113.116667,1750,10000,1,chandler,1
Nanjing,Nanking,China,32.05,118.766667,1750,100000,1,chandler,1
Nantes,,France,47.21725,-1.55336,1750,39000,1,chandler,1
Naples,,Italy,40.851775,14.268122,1750,310000,1,chandler,1
Newcastle upon Tyne,,United Kingdom,54.978253,-1.617781,1750,29000,2,chandler,1
Nimes,N�mes ,France,43.83333,4.35,1750,31000,1,chandler,1
Ningbo,"Yinhsien, Ningpo",China,29.866667,121.55,1750,76000,2,chandler,1
Nkazargamu,"Gasreggomo, Birni, Kazargamu",Nigeria,13.047222,12.227778,1750,50000,3,chandler,1
Norwich,,United Kingdom,52.62783,1.29834,1750,36000,1,chandler,1
Nurnberg,"N�rnberg, Nuremberg",Germany,49.452031,11.07675,1750,23000,1,chandler,1
Oaxaca,,Mexico,17.07108,-96.71914,1750,20000,1,chandler,1
Okayama,,Japan,34.661753,133.916667,1750,38000,1,chandler,1
Oporto,Porto,Portugal,41.167972,-8.627064,1750,32000,1,chandler,1
Orleans,Orl�ans,France,47.902964,1.90925,1750,32000,1,chandler,1
Oruro,,Bolivia,-17.98333,-67.15,1750,21000,1,chandler,1
Osaka,,Japan,34.693216,135.502082,1750,413000,1,chandler,1
Ouro Preto,Vila Rica,Brazil,-20.39484,-43.50517,1750,40000,1,chandler,1
Oyo,Katunga,Nigeria,7.85,3.93333,1750,75000,1,chandler,1
Padua,,Italy,45.406436,11.876761,1750,40000,1,chandler,1
Palermo,,Italy,38.115689,13.361267,1750,111000,1,chandler,1
Paris,,France,48.856614,2.352222,1750,556000,1,chandler,1
Parma,,Italy,44.80266,10.32898,1750,34000,1,chandler,1
Patna,,India,25.610533,85.14145,1750,60000,1,chandler,1
Pavia,,Italy,45.18446,9.16145,1750,24432,1,chandler,1
Piacenza,Fiacenza,Italy,45.04676,9.69937,1750,30000,1,chandler,1
Plymouth,,United Kingdom,50.375456,-4.14305,1750,13000,1,chandler,1
Pondicherry,,India,11.91386,79.814472,1750,45000,1,chandler,1
Potosi,Potos� ,Bolivia,-19.58361,-65.75306,1750,39000,1,chandler,1
Prague,,Austria,50.08804,14.42076,1750,58000,1,chandler,1
Puebla, Puebla de Zaragoza,Mexico,19.0514,-98.2178,1750,53000,1,chandler,1
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,1750,65000,1,chandler,1
Qazvin,Kazvin,Iran,36.26877,50.0041,1750,50000,1,chandler,1
Quito,,Ecuador,-0.22985,-78.52495,1750,30000,1,chandler,1
Rabat,,Morocco,34.01325,-6.83255,1750,45000,1,chandler,1
Rangpur,,India,25.74664,89.25166,1750,40000,1,chandler,1
Recife,Pernambuco,Brazil,-8.05389,-34.88111,1750,23000,1,chandler,1
Reims,Rheims,France,49.25,4.03333,1750,23000,1,chandler,1
Rennes,,France,48.11198,-1.67429,1750,25000,1,chandler,1
Rio de Janeiro,,Brazil,-22.90278,-43.2075,1750,29000,1,chandler,1
Rome,,Italy,41.89474,12.4839,1750,146000,1,chandler,1
Rotterdam,,Netherlands,51.9225,4.47917,1750,42000,1,chandler,1
Rouen,,France,49.44313,1.09932,1750,67000,1,chandler,1
Ruse,Rustchuk,Bulgaria,43.835572,25.965656,1750,27000,2,chandler,1
Saint-Malo,,France,48.649336,-2.025675,1750,10000,1,chandler,1
Saint Petersburg,Leningrad,Russian Federation,59.89444,30.26417,1750,74200,1,chandler,1
Salvador,"Sao Salvador, Bahia",Brazil,-12.97111,-38.51083,1750,37000,1,chandler,1
Segou,"Segu, S�gou ",Mali,13.440597,-6.265319,1750,25000,1,chandler,1
Sendai,,Japan,38.266667,140.866667,1750,66000,1,chandler,1
Sennar,,Sudan,13.567469,33.567203,1750,30000,1,chandler,1
Seoul,Hanyang,Republic of Korea,37.56826,126.97783,1750,187000,1,chandler,1
Serres,"Serrai, Seres",Greece,41.090922,23.541319,1750,28000,1,chandler,1
Seville,,Spain,37.388097,-5.982331,1750,68000,1,chandler,1
Shanghai,,China,31.22222,121.45806,1750,60000,1,chandler,1
Shiraz,,Iran,29.61031,52.53114,1750,40000,1,chandler,1
Silistra,Silistria,Bulgaria,44.114728,27.267189,1750,22000,1,chandler,1
Sira,,India,13.74155,76.9043,1750,60000,1,chandler,1
Smyrna,Izmir,Turkey,38.41273,27.13838,1750,130000,1,chandler,1
Srinagar,,India,34.08842,74.80298,1750,100000,1,chandler,1
Srirangapatna,"Shrirangapattana, Seringapatam",India,12.417956,76.694687,1750,60000,3,chandler,1
Stockholm,,Sweden,59.33258,18.0649,1750,60018,1,chandler,1
Strasbourg,Strassburg,France,48.58342,7.74296,1750,47000,1,chandler,1
Surakarta,Soerakarta,Indonesia,-7.55611,110.83167,1750,70000,1,chandler,1
Surat,,India,21.19594,72.83023,1750,85000,1,chandler,1
Suzhou,Soochow,China,31.3,120.6,1750,173000,1,chandler,1
Szczecin,Stettin,Poland,53.416667,14.583333,1750,12966,2,chandler,1
Thanjavur,Tanjore,India,10.786999,79.137827,1750,30000,1,chandler,1
The Hague,s-Gravenhage,Netherlands,52.070492,4.300694,1750,36000,1,chandler,1
Thessaloniki,"Salonica, Thessalonica",Greece,40.63935,22.944606,1750,45000,1,chandler,1
Tianjin,Tientsin,China,39.14222,117.17667,1750,80000,1,chandler,1
Tiruchirappalli,Trichinopoly,India,10.805,78.685556,1750,25000,3,chandler,1
Tokushima,,Japan,34.070269,134.554844,1750,32000,1,chandler,1
Tokyo,"Yedo, Edo",Japan,35.6895,139.69171,1750,694000,1,chandler,1
Toledo,,Spain,39.862831,-4.027322,1750,22000,1,chandler,1
Toulon,,France,43.11667,5.93333,1750,27000,1,chandler,1
Toulouse,,France,43.60426,1.44367,1750,42000,1,chandler,1
Tours,,France,47.38333,0.68333,1750,23000,1,chandler,1
Troyes,,France,48.3,4.08333,1750,17000,1,chandler,1
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,1750,43000,3,chandler,1
Tula,,Russian Federation,54.107722,37.573261,1750,34000,1,chandler,1
Tunis,,Tunisia,36.818811,10.165961,1750,70000,1,chandler,1
Turin,,Italy,45.07049,7.68682,1750,52000,1,chandler,1
Udaipur,,India,24.57127,73.691544,1750,50000,3,chandler,1
Ujjain,,India,23.18239,75.77643,1750,54000,3,chandler,1
Utrecht,,Netherlands,52.09083,5.12222,1750,20000,1,chandler,1
Valencia,,Spain,39.469908,-0.376289,1750,40000,1,chandler,1
Valladolid,,Spain,41.65518,-4.72372,1750,25000,1,chandler,1
Valletta,Valetta,Malta,35.89972,14.51472,1750,27000,1,chandler,1
Varanasi,Benares,India,25.317645,82.973914,1750,125000,2,chandler,1
Venice,,Italy,45.440847,12.315514,1750,158000,1,chandler,1
Verona,,Italy,45.43419,10.99779,1750,49000,1,chandler,1
Versailles,,France,48.8,2.13333,1750,34000,1,chandler,1
Vienna,Wien,Austria,48.20849,16.37208,1750,169000,1,chandler,1
Vilnius,Vilna,Lithuania,54.683333,25.283333,1750,21000,1,chandler,1
Wakayama,,Japan,34.225986,135.167508,1750,56000,1,chandler,1
Warsaw,,Poland,52.22977,21.01178,1750,28000,1,chandler,1
Wroclaw,Breslau,Germany,51.116667,17.033333,1750,51000,3,chandler,1
Wuhan,Wuchang,China,30.58333,114.26667,1750,136000,1,chandler,1
Wuzhou,Wuchow,China,23.476963,111.279115,1750,45000,2,chandler,1
Xiamen,"Amoy, Hsiamen",China,24.47979,118.08187,1750,60000,1,chandler,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1750,195000,1,chandler,1
Xuzhou,"Suchow, Suifu, Hsuchow",China,34.26,117.21,1750,75000,1,chandler,1
Yangzhou,Yangchow,China,32.4,,1750,55000,2,chandler,1
Yinchuan,"Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia",China,38.4667,106.2667,1750,90000,3,chandler,1
Zacatecas,,Mexico,22.76843,-102.58141,1750,50000,1,chandler,1
Zamfara,,Nigeria,12.184417,6.237594,1750,40000,3,chandler,1
Zaragoza,,Spain,41.648792,-0.889581,1750,35000,1,chandler,1
Arcot,Vellore,India,12.90569,79.31897,1751,35000,1,chandler,1
Florence,Firenze,Italy,43.771033,11.248,1751,73951,1,chandler,1
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1751,83411,1,chandler,1
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,1751,79000,1,chandler,1
Mantova,Mantua,Italy,45.156417,10.791375,1751,27000,1,chandler,1
Mumbai,Bombay,India,19.07283,72.88261,1751,77000,1,chandler,1
Plovdiv,Philippopolis,Bulgaria,42.15,24.75,1751,30000,1,chandler,1
Songadh,Songarh,India,22.702178,74.938414,1751,60000,3,chandler,1
Calcutta,Kolkata,India,22.56263,88.36304,1752,117000,1,chandler,1
Norwich,,United Kingdom,52.62783,1.29834,1752,36169,1,chandler,1
Bristol,,United Kingdom,51.45523,-2.59665,1753,46692,1,chandler,1
Chandannagar,Chandernagore,India,22.87,88.38,1753,102000,2,chandler,1
Dijon,,France,47.31667,5.01667,1753,30302,1,chandler,1
Dublin,,Ireland,53.33306,-6.24889,1753,128570,1,chandler,1
Leipzig,,Germany,51.33962,12.37129,1753,32384,1,chandler,1
Paisley,,United Kingdom,55.83173,-4.43254,1753,4195,1,chandler,1
Philadelphia,Pennsylvania,United States of America,39.95,-75.1667,1753,14563,1,chandler,1
Brunn,Brno,Austria,49.2,16.6167,1754,14972,2,chandler,1
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1754,44512,1,chandler,1
Prague,,Austria,50.08804,14.42076,1754,59000,1,chandler,1
Srirangapatna,"Shrirangapattana, Seringapatam",India,12.417956,76.694687,1754,60000,3,chandler,1
Vienna,Wien,Austria,48.20849,16.37208,1754,175460,1,chandler,1
Aberdeen,,United Kingdom,57.14369,-2.09814,1755,15730,1,chandler,1
Antwerp,Antwerpen ,Belgium,51.219217,4.402883,1755,43215,1,chandler,1
Brussel,Brussels,Belgium,50.85045,4.34878,1755,54280,1,chandler,1
Bukhara,Bokhara,Uzbekistan,39.765869,64.422347,1755,60000,1,chandler,1
Dresden,,Germany,51.05089,13.73832,1755,63209,1,chandler,1
Edinburgh,,United Kingdom,55.95206,-3.19648,1755,57195,1,chandler,1
Inwa,Ava,Myanmar,21.857353,95.981936,1755,8000,1,chandler,1
Konigsberg,"Kaliningrad, K�nigsberg ",Germany,54.716667,20.516667,1755,55000,2,chandler,1
Marseille,,France,43.29695,5.38107,1755,72000,1,chandler,1
Montpellier,,France,43.61092,3.87723,1755,29000,1,chandler,1
Sheffield,,United Kingdom,53.381128,-1.470086,1755,12983,1,chandler,1
The Hague,s-Gravenhage,Netherlands,52.070492,4.300694,1755,37000,1,chandler,1
Lyon,,France,45.74846,4.84671,1756,115836,1,chandler,1
Murshidabad,,India,24.1839,88.27171,1756,180000,3,chandler,1
Paris,,France,48.856614,2.352222,1756,576630,1,chandler,1
Pondicherry,,India,11.91386,79.814472,1756,50000,1,chandler,1
Rouen,,France,49.44313,1.09932,1756,63588,1,chandler,1
Wroclaw,Breslau,Germany,51.116667,17.033333,1756,54774,3,chandler,1
Angers,,France,47.46667,-0.55,1757,21000,1,chandler,1
Belfast,,Ireland,54.597283,-5.930117,1757,8549,1,chandler,1
Glasgow,,United Kingdom,55.86515,-4.25763,1757,23546,1,chandler,1
Le Havre,,France,49.494369,0.107931,1757,14767,1,chandler,1
Madrid,,Spain,40.416775,-3.703789,1757,109753,1,chandler,1
Salvador,"Sao Salvador, Bahia",Brazil,-12.97111,-38.51083,1757,39672,1,chandler,1
Toulon,,France,43.11667,5.93333,1757,30044,1,chandler,1
Basra,Basrah,Iraq,30.5,47.816667,1758,65000,2,chandler,1
Besancon,Besan�on ,France,47.24878,6.01815,1758,22000,1,chandler,1
Braunschweig,Brunswick,Germany,52.268875,10.526769,1758,25800,1,chandler,1
Chongqing,"Chonquing, Chungking",China,29.56301,106.551557,1758,16504,2,chandler,1
Clermont,,France,45.7831,3.0824,1758,20888,2,chandler,1
Evora, �vora ,Portugal,38.56667,-7.9,1758,15000,1,chandler,1
Lisbon,,Portugal,38.71667,-9.13333,1758,208000,1,chandler,1
Manchester,,United Kingdom,53.48095,-2.23743,1758,19839,1,chandler,1
Piacenza,Fiacenza,Italy,45.04676,9.69937,1758,30590,1,chandler,1
Stuttgart,,Germany,48.78232,9.17702,1758,18145,1,chandler,1
Avignon,,France,43.94834,4.80892,1759,24000,1,chandler,1
Bologna,,Italy,44.49381,11.33875,1759,68882,1,chandler,1
Caracas,,Venezuela,10.48801,-66.87919,1759,18986,1,chandler,1
Hamburg,,Germany,53.57532,10.01534,1759,73000,1,chandler,1
Kashi,Kashgar,China,39.4704,75.989756,1759,18000,1,chandler,1
Mumbai,Bombay,India,19.07283,72.88261,1759,88000,1,chandler,1
Quebec,,Canada,46.81228,-71.21454,1759,9000,1,chandler,1
Limerick,,Ireland,52.6653,-8.630497,1760,16000,1,chandler,1
Liverpool,,United Kingdom,53.408372,-2.991572,1760,25787,1,chandler,1
Pune,Poona,India,18.52043,73.856744,1760,40000,1,chandler,1
Warsaw,,Poland,52.22977,21.01178,1760,30000,1,chandler,1
Chongqing,"Chonquing, Chungking",China,29.56301,106.551557,1761,30000,2,chandler,1
Havana,La Habana,Cuba,23.13302,-82.38304,1761,36000,1,chandler,1
Patna,,India,25.610533,85.14145,1761,50000,1,chandler,1
Pondicherry,,India,11.91386,79.814472,1761,52000,1,chandler,1
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,1761,43727,3,chandler,1
Ujjain,,India,23.18239,75.77643,1761,54000,3,chandler,1
Venice,,Italy,45.440847,12.315514,1761,161000,1,chandler,1
Manila,,Philippines,14.58,121,1762,54000,1,chandler,1
Okayama,,Japan,34.661753,133.916667,1762,36000,1,chandler,1
Orleans,Orl�ans,France,47.902964,1.90925,1762,32000,1,chandler,1
Cossimbazar,Kasimbazar,India,24.1167,88.2833,1763,30000,3,chandler,1
Rabat,,Morocco,34.01325,-6.83255,1763,45000,1,chandler,1
Soest,,Germany,51.57558,8.10619,1763,3800,1,chandler,1
Brescia,,Italy,45.52478,10.22727,1764,25000,1,chandler,1
Caracas,,Venezuela,10.48801,-66.87919,1764,26340,1,chandler,1
